Frequency;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
500;0.09449537145142521;0.0017125198382252627;0.013436536382690647;0.0022515088627308656;0.0008504524461648743;0.016678956793334084;0.005036919733590064;0.0042240089919590735;0.0164393405944368;0.00577509339065169;0.001518576659804597;0.002860906407116541;0.02844345384691941;0.003670580853349842;0.006086640436544277;0.005933172421537192
508;0.08630672513876732;0.0014348557804695133;0.010503801568834563;0.0029287759703356805;0.0047837843329375605;0.015028169694151109;0.00207177352095763;0.002353960688191699;0.015856089546819788;0.0033518799446174575;0.0012107814673299546;0.004072197112081631;0.026663506907583314;0.006170089687836822;0.003960447191497462;0.005431840596777099
516;0.059399641345990205;0.0019797359882431707;0.00689884776675997;0.0029138369333518;0.004130218444727789;0.007958276084628485;0.002916009507198843;0.002227311044422415;0.01527941547741177;0.004538004499378158;0.0017675108585749684;0.005327085683740995;0.02684252233206132;0.006427366264868773;0.004173219441229639;0.0056306630490536485
524;0.04048508692735337;0.0013087625591482362;0.008971370153742428;0.0028221128953301935;0.0012304039255810436;0.005747267885614595;0.006085494035282629;0.004007054368885702;0.014584446269511381;0.0034862153733418496;0.003655255504475235;0.004908247677601967;0.02675617092625152;0.007413776323393171;0.0028788762031008524;0.005890121260135225
532;0.0341577517265687;0.0012094967295442954;0.006454359060473889;0.003996904380495185;0.004187350108926532;0.0012106983556795861;0.007928172597123223;0.002258422923112694;0.01036990564294044;0.0028381037435365078;0.0018041904591700063;0.007208063516188302;0.028650070929106243;0.006534089453724792;0.0036437698644342775;0.006343371200419956
540;0.04541672864615745;0.004865047444420313;0.009889923697487502;0.004114959539931624;0.0021505968998484226;0.002606506539247797;0.005554700265943694;0.003064054459262438;0.015109430098069206;0.004606112303722256;0.0015061547641843367;0.006912734581176746;0.025682826782647605;0.008666217135439988;0.00425228002317818;0.00403735909752051
548;0.06306677204403324;0.002096596071175692;0.012092280055971747;0.00250926271962179;0.0009525522234147338;0.0015840870234299035;0.00418847158882967;0.0005343114001507442;0.016330484628834553;0.0026495012586213273;0.0058584055845045365;0.003789946379008806;0.028070452219222868;0.010266355248813166;0.005367058526362589;0.005755024560575819
556;0.09585517373380956;0.0009067495394397541;0.013142186452389121;0.002369935238364478;0.001481694756605709;0.0039131589156694065;0.006330432297355487;0.005698911535252147;0.015202095417628023;0.003819046353258661;0.0016939578450618396;0.004380884488579723;0.029341294021772952;0.002820011200383317;0.003963872713728176;0.005310486485010871
564;0.10228559150308807;0.00552323605169028;0.009817718280018694;0.0015020531046478203;0.0058552032259705745;0.010582950455412281;0.0018131224336308278;0.004886343121331195;0.017213619294936353;0.003109943869090958;0.004586576183111498;0.0029307167365078264;0.028166157420181703;0.006454056383860738;0.002776972196922383;0.00499500417055619
572;0.09403129468372597;0.001625944248633776;0.013058112155039579;0.0048267053191555585;0.002518561069353008;0.013353036815136913;0.0027811410287831334;0.005870550230534413;0.011930997453640664;0.003815352248183755;0.0017216201137967573;0.002046147314651054;0.028533373442855708;0.003650857751368867;0.007541919996074896;0.005560669139033444
580;0.08121976627900247;0.004285391634716897;0.007642700464294214;0.0009342608433695732;0.005238698260798843;0.020621233354788684;0.0028636992923615247;0.0032622023371763364;0.017247255370848934;0.0008161228701986878;0.003244131655537245;0.00058961370114955;0.0230178804628278;0.008965423302082543;0.0004121119740666338;0.007765435288896674
588;0.04629911812933657;0.0016136745552938537;0.009354056504880755;0.005822091469428594;0.0029591293367612994;0.01566722831877349;0.005091333112954804;0.0044817159445206065;0.012681565509911409;0.0049774360322192655;0.0023454480526200108;0.005846120272316284;0.028307785019704896;0.0047698725475371195;0.006175311620467173;0.0029808640746506855
596;0.042251467428434386;0.0048368758584777915;0.00990599635302546;0.0004969609029221851;0.00412322719472345;0.02032892963992655;0.00394101012072857;0.002602781506792436;0.018221339525590987;0.0033399739016164243;0.0046292472616462806;0.002702755237271568;0.02461871923154947;0.009415294754987575;0.003715513181505161;0.005492459997607335
604;0.03787458363670889;0.0022136842196175755;0.009056463185934081;0.002243593238264658;0.0029101940869150212;0.012623633148953114;0.006051140276222193;0.00278345573104282;0.014172380689882257;0.003273439744034793;0.0029793739262809426;0.003825561277420096;0.025295437447395364;0.008008903779625409;0.0033969363070040395;0.005432736254695026
612;0.06427211203097617;0.004200043108054156;0.008756099957564321;0.0038138666853525906;0.003952173795843477;0.011836548970561495;0.004606911679924685;0.002906798922225231;0.012401036503866803;0.0027350902277555413;0.004089332537444365;0.005269967327038086;0.02766642707204368;0.009039475533940591;0.003951187666152689;0.0057857529846309
620;0.07829842744408456;0.0014911205504001394;0.009071152642373497;0.0036076306664222313;0.004858632444364545;0.001999198136046752;0.00526939025331301;0.002525048081851606;0.013433976264090278;0.0021178163492183324;0.004880280937011459;0.004760531229327584;0.025690941449871076;0.007377543842029439;0.004116653727679291;0.004886199561527151
628;0.09926429333267714;0.004502740558767973;0.009974485704065356;0.00573037665365595;0.0027586434698470223;0.005977673269751285;0.005148583835719058;0.006846180788233152;0.012391522079786348;0.0035748056247763963;0.001508061198664655;0.00609878514678865;0.028804812852309892;0.003189678706098225;0.003519986289222919;0.005616817312015796
636;0.10257314468792424;0.0017474568333248398;0.006933871755616274;0.001618273518596158;0.005384879202402914;0.00336658456339629;0.005376872246523384;0.0035799011681150452;0.017695710639077787;0.0008181583038225066;0.004266427627866771;0.003747709346771667;0.023575655207902613;0.009206458254495335;0.0030963412109182233;0.0063902247033936444
644;0.08803804017998129;0.001865395871081927;0.012348643250583376;0.005449130309143688;0.002853556630289048;0.003193011700686819;0.009376266122654972;0.003572333659016775;0.01195164613901193;0.0047267441944612775;0.0029299095446153347;0.005206898613407637;0.02958335485589028;0.004025903115457111;0.0066478131225473965;0.0021918345344230966
652;0.07066531359734987;0.005141411447164874;0.007143883874042792;0.001212207058146329;0.004921054690060289;0.008985333974244383;0.004101459467844296;0.0053370338598303126;0.01658825493233317;0.0019804033482454172;0.0037293315359257827;0.0010651567879964713;0.02404106171104826;0.007787493038194693;0.0010644669068672011;0.007526655189062004
660;0.04386761926744244;0.0011812787670291318;0.012198182624171662;0.004627499408960157;0.0026451904735217326;0.008587437300836172;0.008222660103760016;0.004493539784552955;0.01250880882421086;0.00499723768394679;0.0035654207332588717;0.006022067028944081;0.028573520002329045;0.005284598125471745;0.0049212773102027315;0.0027059312901826634
668;0.05342400786548316;0.004005069260082936;0.007190208169799109;0.005398177924970553;0.004775021080176158;0.02045104869345658;0.003371627674409885;0.004482098342153436;0.01697445224463077;0.0027890480838929474;0.003588497211630982;0.0013564488218345183;0.02359785129435088;0.007348545480403481;0.0011328812943242831;0.004757135161201383
676;0.0576571462615118;0.001647035026162277;0.009150540737540283;0.001330466802471063;0.0036266562384142057;0.01879794411443597;0.005364844499064357;0.00474677490304366;0.013744351317764223;0.002784448576869267;0.0018940370670228516;0.002893887293429048;0.025924386297742855;0.002604594254110594;0.004185078577337498;0.004214566988325131
684;0.08085540932112324;0.004892174405766181;0.009310639621582614;0.005366702601392601;0.0026090223879710276;0.024157833548166086;0.003322453351993651;0.004003609576759556;0.013581775634866691;0.002894412170976604;0.0015201194055022233;0.0052825984797110846;0.02617547215232123;0.007732586339938923;0.003883337489153255;0.005198548211385399
692;0.09813531886007981;0.001801130891602259;0.009476092247127428;0.0026859151296689024;0.0052446665380718556;0.017330282295207243;0.002554414582256248;0.003871936092853944;0.015781544843420967;0.003299124966184992;0.005054863856895855;0.0007736450469621988;0.02439221775658758;0.009568769449505228;0.0037965615134717195;0.006318457360869524
700;0.10203225908476274;0.004679076535842222;0.01342190350674066;0.006199794118628457;0.0028950590815564714;0.011138716210834258;0.0037748122044299086;0.006864210880241741;0.011323380623269926;0.0023911559124519797;0.002402884708785088;0.005759247724261496;0.0300579232484066;0.00301300564500978;0.004041691038251106;0.004144338546394501
708;0.09397356446456603;0.0026576167953540615;0.009685665568675898;0.0023765902120723194;0.006001161625164051;0.01126034019725702;0.004505163288098063;0.003105725963293044;0.019558137791277873;0.000979554930164724;0.004822012765085853;0.00010837032940467707;0.025317978800192664;0.010526632789557306;0.003076903366056998;0.007249838329979108
716;0.06798816766239756;0.0027894493644243794;0.012940513927674748;0.007287303414412734;0.0026759664177957174;0.005387238544100475;0.0073749338188989055;0.005034489592066957;0.011068420273155955;0.0072788571409048595;0.003956094180765319;0.006989826716176274;0.029751840202124593;0.002840446136817243;0.0041639649371832095;0.0019049525495670812
724;0.05785956944820735;0.005386825585093541;0.005996098282334627;0.0012788900583301662;0.0042975127793620695;0.002128451873151444;0.004534684297241276;0.0050689283115190175;0.017710442682937026;0.00306959755269674;0.004827536496287263;0.0008507558931109605;0.02361580119591103;0.009772249099504034;0.003781680486310416;0.006624353137745643
732;0.04463728224189093;0.0026174700216121064;0.007126768828442332;0.004037604135995648;0.0029424969041354316;0.0034002574645403635;0.010476751341219023;0.0011804370028723002;0.014774580195987885;0.0015696291990771373;0.0033658882332028702;0.004301960389556125;0.024824290906616215;0.009193069435055646;0.0038003165065846204;0.005893398003565743
740;0.07112202843163551;0.004999318910664483;0.008973282565154995;0.005544018168887794;0.004568948533276745;0.006495833588973479;0.007096808813688652;0.008772166964550512;0.011171462463444292;0.003349337068344643;0.0014387198742781204;0.006320679490710228;0.024822703773488327;0.005883997214431935;0.003687445522447003;0.004129769409197126
748;0.08323340955496922;0.0018541223807923637;0.008416658619982269;0.0012211391459251146;0.0034126207256329755;0.00900675402835179;0.004274523309896863;0.0025301776552187224;0.012903961560723319;0.002275339961483133;0.0022759487229951645;0.0029555282981443796;0.025600827293734946;0.006547676272927193;0.004713178421884826;0.005447812876197216
756;0.11557392600444251;0.0056869445906572655;0.009973061129591138;0.005169606633014666;0.002467213825318663;0.01819082772977772;0.002748823080948693;0.008977882938529583;0.013517468008078523;0.0027801168713232696;0.0014985739433877618;0.0047028379870247125;0.028961239246249486;0.006477635126135523;0.003894595124671554;0.005200501980215416
764;0.11903047732331623;0.002103054058113712;0.009995647457002942;0.0009839580628338914;0.004197421067711573;0.02398526719699612;0.0033294060439774597;0.0048211679460778145;0.015498794668099652;0.003341678699739577;0.004161092412080385;0.0004003515179905333;0.021293349846645496;0.00661236238333296;0.0044040731676573235;0.00609287450733905
772;0.10321052967290095;0.0018240109664387435;0.013111416516405463;0.005049386228689033;0.002761583438654963;0.024200084708448255;0.005179476788170281;0.0075346685784390445;0.01269405855704581;0.004487867066342504;0.0015424697708263059;0.005036034982261147;0.028240252409643212;0.004048583990425467;0.004461447634135291;0.0011931785798998276
780;0.0893051653118689;0.005200734358501427;0.007459643039860901;0.0018717220611298385;0.005652988082598482;0.02877488013349609;0.004157154537557332;0.004487601255404673;0.019317667631484188;0.003383042712976;0.0012872273662850606;0.0036064763852716106;0.0222634695651638;0.008901596580524179;0.004068633961655369;0.005748034125572673
788;0.054732242414968796;0.0037290782071614827;0.0096921423272772;0.005469127201274305;0.0031215578308211407;0.017475906721384937;0.005699689875537799;0.0007990516205087183;0.015565422000343868;0.0045580087769704;0.002215614501133141;0.004115184299394204;0.02828921643359355;0.005147104039576732;0.005406132158799258;0.004534793514233801
796;0.05282412188624228;0.004627119255535549;0.008694819228593395;0.0016046798833960962;0.004828166420942528;0.016241029707694376;0.003810587950326516;0.0030719273418572945;0.016732245914061406;0.002354728035699731;0.0010141219156321;0.005800254288238651;0.02328646085843791;0.007941177638569379;0.006617054995437404;0.005263396143031525
804;0.0495727029915667;0.0038914879126053592;0.007819628998243296;0.005091541184515196;0.003034189251874775;0.0037471324391778874;0.008147239793980068;0.0011354721568450007;0.014665093546870095;0.004855091237594798;0.00534262473086186;0.003304039592817078;0.025770787696706658;0.00817400009356747;0.005509488002685564;0.0050188731134795045
812;0.08372657495126336;0.0018897189494938087;0.008178999624092471;0.0033375301502845426;0.0036181653264129227;0.004050045073288505;0.006850488999311554;0.0056231619957217045;0.016099207876188414;0.0029336558619468024;0.0013576543341372468;0.004708432036587382;0.028822723850538055;0.00696779470411324;0.005215310305419422;0.005488455868477518
820;0.11317307716753956;0.002123481360536021;0.008475658121280032;0.0033506969505492537;0.005123674940138433;0.005094510386121439;0.003285880927787159;0.005060862065493313;0.019099235075532038;0.00296803764890651;0.004282309721895735;0.0005211193636178159;0.02581062996608888;0.007565736104020412;0.005762803026524766;0.007947405149209075
828;0.11792427010187678;0.002710853526034737;0.011443696892184583;0.0037966752037249425;0.00232242910331154;0.0042277220243239514;0.007050214490247098;0.004639841881110567;0.011799932146698498;0.004977798609513536;0.0011927345782965192;0.005230383686163929;0.029191275406949012;0.004011866623908286;0.006488511353526063;0.0013137977803704042
836;0.13490821781667572;0.005649916332339212;0.00712509908130465;0.002890719049721578;0.006171358654620617;0.009834036920525618;0.0007939854358133807;0.006205277545747156;0.017790987012318946;0.003044792299022216;0.001421773934974448;0.005887993576318707;0.02335187089756521;0.008943206620276159;0.0074988644531267575;0.005676277880892736
844;0.10561187827837104;0.0028259238420367313;0.012745185662898015;0.0004196095453599152;0.00437476373165804;0.013604231075612249;0.0048889928356849665;0.006624878722907796;0.016957120415947408;0.003666014022557714;0.00103790772341098;0.003643268418122602;0.02648842593677278;0.0048061077128465635;0.009130584588320051;0.004162124194116657
852;0.08655083416462467;0.005426171167801934;0.009022711240103927;0.0033822546860500795;0.006461941802546003;0.025698570609062547;0.003331658984740878;0.0066244318063658865;0.018650225801942664;0.0036234335608324414;0.0019303503115578353;0.0041451203692766565;0.020999927408226423;0.0091924682645986;0.012038865275758545;0.003627395495036837
860;0.0620763243512734;0.0020673765114475576;0.008844697601556836;0.0020620179814846845;0.002648037107908294;0.023264424490920522;0.0031634666017567336;0.005819408188088051;0.015872895344397737;0.0028010129189736934;0.004463495621437317;0.0028657901307394145;0.024957983790032456;0.00842128522594431;0.011924286605750161;0.003687791145726949
868;0.0677889134637125;0.005414469897773691;0.008539929173489063;0.005015467327365229;0.003359851254422224;0.027275763367567887;0.002511853809927872;0.00801683259204601;0.011943229950939133;0.002810586179060141;0.0024467573228708433;0.006070911625364923;0.027054359275576787;0.008420958184861379;0.013960021372875268;0.0046007718191153025
876;0.0788970349215233;0.005377578408423785;0.009342859918661343;0.0038556107203836184;0.00590967773179284;0.0274045626971245;0.0021839909783149514;0.004659163003084671;0.020025963474661953;0.004011007192025874;0.004726237586494182;0.0020324940823790395;0.021928687523612943;0.01079373325726058;0.014290358022161647;0.005435904605637952
884;0.0882475249487473;0.003264981627495259;0.01231812851569948;0.00581122607963817;0.0029995321050346334;0.013992539450936875;0.007314216945086793;0.003000108571062355;0.011726174670499821;0.0026209468633086657;0.0009061837584378649;0.006972692022439042;0.027838579871222777;0.008154037939508477;0.01509155916146482;0.001617965788244739
892;0.12318533649451455;0.003292203514755079;0.009661274334624895;0.001014242683266262;0.006163071476947919;0.015470082143706366;0.003452094143582229;0.0036723506494703477;0.01823041896397247;0.004173734686763803;0.00436388970137972;0.0015328381781762558;0.02427929679035508;0.007256255389320774;0.01551955444718711;0.005674496790014319
900;0.12271550212714062;0.004321139082963733;0.009233744471505401;0.0027185628229075293;0.006094414135998648;0.007448562281542008;0.009338157980864802;0.004016977541469553;0.017034923375696797;0.003469122347605103;0.0033486919646152943;0.005290569581357747;0.02953366938895853;0.004237019500521146;0.015455315484620955;0.004801773225618397
